Car_Age,Car_Brand,Car_Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs)
7,Mahindra,KUV 100 NXT,74850,Petrol,Manual,1st owner,275000
5,Honda,Amaze,130000,Petrol,Manual,1st owner,513000
2,Maruti,Baleno,88000,Petrol,Manual,1st owner,583000
15,Maruti,Alto,57610,Petrol,Manual,1st owner,142000
7,Maruti,Eeco,63040,Petrol,Manual,1st owner,308000
9,Maruti,Alto 800,120000,Petrol,Manual,1st owner,231000
4,Maruti,Baleno,35110,Petrol,Manual,2nd owner,564000
3,Tata,TIGOR,6690,Petrol,Auto,1st owner,700000
6,Maruti,Ertiga,95620,Diesel,Manual,2nd owner,1022000
11,Volkswagen,Vento,150000,Diesel,Manual,1st owner,366000
8,Jeep,Compass,100000,Diesel,Manual,1st owner,760000
10,Maruti,Ciaz,94740,Petrol,Manual,2nd owner,491000
15,Maruti,Alto,93300,Petrol,Manual,4th owner,85000
4,Nissan,MAGNITE,25200,Petrol,Manual,1st owner,572000
9,Volkswagen,Vento,190000,Petrol,Manual,1st owner,519000
14,Toyota,Corolla Altis,62250,Diesel,Manual,2nd owner,288000
12,Mahindra,XUV500,110000,Diesel,Manual,2nd owner,393000
13,Renault,Duster,110000,Diesel,Manual,3rd owner,267000
7,Volkswagen,Vento,100000,Petrol,Auto,1st owner,552000
12,Nissan,Terrano,180000,Diesel,Manual,1st owner,300000
7,Mahindra,XUV500,110000,Diesel,Manual,3rd owner,944999
12,Toyota,Etios Liva,67220,Petrol,Manual,1st owner,250000
6,Tata,NEXON,60950,Petrol,Manual,1st owner,549000
4,Mahindra,XUV700,27500,Petrol,Auto,1st owner,1714999
7,Maruti,Alto 800,61940,Petrol,Manual,1st owner,250000
3,Maruti,XL6,35990,Petrol,Manual,1st owner,1052000
9,Toyota,Innova,140000,Diesel,Manual,3rd owner,421000
8,Honda,City,86110,Petrol,Auto,2nd owner,660000
2,Mahindra,SCORPIO-N,21860,Diesel,Manual,1st owner,1550000
8,Maruti,Ertiga,83200,Diesel,Manual,1st owner,600000
3,KIA,SELTOS,31630,Diesel,Manual,1st owner,1298000
4,Mahindra,Thar,47870,Diesel,Manual,1st owner,1200000
2,Tata,Tiago,51510,Petrol,Manual,1st owner,531000
9,Honda,City,200000,Petrol,Manual,1st owner,495000
7,Hyundai,NEW SANTRO,130000,Petrol,Manual,1st owner,467000
7,Honda,WR-V,39640,Petrol,Manual,1st owner,589000
8,Volkswagen,Passat,170000,Diesel,Auto,1st owner,990000
11,Honda,CRV,98560,Petrol,Auto,2nd owner,500000
2,Renault,Kiger,15830,Petrol,Manual,1st owner,560000
9,Maruti,S Cross,240000,Diesel,Manual,1st owner,412000
1,Hyundai,Creta,10150,Petrol,Manual,1st owner,1750000
7,Renault,Kwid,85940,Petrol,Manual,1st owner,261000
12,Hyundai,Verna,72570,Diesel,Manual,1st owner,340000
3,Hyundai,Creta,20820,Diesel,Manual,1st owner,1430000
1,Hyundai,VENUE,29830,Petrol,Manual,1st owner,888000
11,Audi,Q3,130000,Diesel,Auto,2nd owner,900000
3,KIA,SELTOS,30190,Diesel,Manual,1st owner,1465000
2,Maruti,Grand Vitara,53050,Hybrid,Auto,1st owner,1510000
3,KIA,SELTOS,120000,Diesel,Manual,1st owner,1100000
5,KIA,SELTOS,8440,Diesel,Manual,1st owner,1050000
12,Toyota,Innova,220000,Diesel,Manual,2nd owner,450000
2,KIA,SELTOS,80560,Diesel,Auto,1st owner,1835000
12,Audi,Q5,100000,Diesel,Auto,4th owner,640000
4,KIA,SONET,50100,Diesel,Manual,1st owner,910000
10,Hyundai,Creta,82800,Petrol,Manual,3rd owner,690000
13,Mahindra,XUV500,83670,Diesel,Manual,1st owner,392000
8,Tata,Safari Storme,120000,Diesel,Manual,3rd owner,572000
12,Toyota,Innova,400000,Diesel,Manual,2nd owner,500000
8,Volkswagen,Passat,170000,Diesel,Auto,2nd owner,1086000
2,KIA,SELTOS,37560,Diesel,Manual,1st owner,1449000
5,Maruti,Eeco,63910,Petrol,Manual,2nd owner,394000
7,Mahindra,MARAZZO,220000,Diesel,Manual,1st owner,600000
2,Skoda,Kodiaq,18180,Petrol,Auto,1st owner,3471000
2,Tata,ALTROZ,26170,Diesel,Manual,1st owner,734000
8,Porsche,Cayenne,110000,Diesel,Auto,1st owner,3800000
2,Tata,TIAGO EV,75200,Electric,Auto,1st owner,800000
12,Volkswagen,Jetta,150000,Diesel,Manual,1st owner,440000
11,Ford,Figo,39420,Petrol,Manual,2nd owner,273000
6,Maruti,Celerio,64989,Petrol,Manual,4th owner,350000
10,Hyundai,Elite i20,59460,Petrol,Manual,1st owner,400000
15,Maruti,Alto,130000,Petrol,Manual,2nd owner,66000
10,Toyota,Etios,35460,Petrol,Manual,1st owner,363000
1,Hyundai,EXTER,11160,Petrol,Manual,1st owner,740000
8,Maruti,Alto 800,45840,Petrol,Manual,2nd owner,260000
13,Hyundai,i10,75850,Petrol,Manual,3rd owner,160000
10,Maruti,Swift Dzire,170000,Diesel,Manual,1st owner,400000
8,Tata,Nano,660000,Petrol,Auto,3rd owner,155000
20,Toyota,Corolla,130000,Petrol,Auto,3rd owner,114999
2,Tata,NEXON EV,76970,Electric,Auto,1st owner,1411000
9,Hyundai,Verna,84920,Petrol,Manual,2nd owner,542000
11,Volkswagen,Polo,200000,Diesel,Manual,2nd owner,333000
7,Toyota,Innova Crysta,210000,Diesel,Manual,2nd owner,1554000
8,Hyundai,Eon,48800,Petrol,Manual,2nd owner,239000
6,Honda,City,31440,Petrol,Manual,1st owner,757000
10,Volkswagen,Polo,110000,Petrol,Auto,3rd owner,623000
12,Maruti,Swift,84460,Petrol,Manual,3rd owner,353000
11,Maruti,Wagon R 1.0,110000,Petrol,Manual,1st owner,409999
14,Volkswagen,Vento,180000,Diesel,Manual,2nd owner,149000
6,Hyundai,NEW SANTRO,120000,Petrol,Manual,1st owner,447000
2,KIA,SONET,11780,Petrol,Manual,2nd owner,836999
7,Tata,TIGOR,120000,Petrol,Auto,1st owner,320000
10,BMW,5 Series,87680,Diesel,Auto,2nd owner,1500000
11,BMW,X1,78200,Diesel,Auto,4th owner,1069000
12,Maruti,Swift Dzire,240000,Diesel,Manual,1st owner,355000
5,Maruti,New Wagon-R,51240,Petrol,Auto,2nd owner,618000
8,Maruti,Celerio,45980,Petrol,Auto,2nd owner,430000
10,Maruti,Alto 800,54800,Petrol,Manual,2nd owner,250000
9,Honda,City,43150,Petrol,Auto,1st owner,686000
13,Maruti,Wagon R 1.0,81030,Petrol,Manual,2nd owner,309000
6,Ford,Ecosport,64750,Petrol,Manual,1st owner,700000
7,Mahindra,XUV500,77760,Diesel,Auto,2nd owner,1269000
2,Tata,NEXON,36950,Petrol,Auto,1st owner,1001000
4,Maruti,Ciaz,60780,Petrol,Manual,1st owner,850000
4,Maruti,Vitara Brezza,7310,Petrol,Manual,1st owner,740000
3,Maruti,New Wagon-R,46680,Petrol,Manual,1st owner,821000
8,Ford,Endeavour,190000,Diesel,Auto,2nd owner,1704000
5,KIA,SELTOS,73170,Diesel,Manual,1st owner,1150000
9,Maruti,Ciaz,110000,Petrol,Manual,1st owner,689000
5,KIA,SELTOS,35760,Petrol,Auto,1st owner,1150000
3,Skoda,SLAVIA,26890,Petrol,Auto,1st owner,1694000
6,MG,HECTOR,81320,Petrol,Auto,1st owner,1200000
5,Toyota,URBAN CRUISER,95990,Petrol,Manual,1st owner,1050000
7,Maruti,S Cross,190000,Diesel,Manual,1st owner,1013000
11,Maruti,Swift Dzire,190000,Diesel,Manual,3rd owner,229999
9,Mahindra,XUV500,140000,Diesel,Manual,2nd owner,536000
8,Honda,Brio,120000,Petrol,Manual,3rd owner,250000
10,Maruti,Swift,120000,Diesel,Manual,4th owner,310000
11,Hyundai,Grand i10,67640,Petrol,Manual,3rd owner,227000
15,Maruti,Wagon R 1.0,140000,Petrol,Manual,4th owner,88000
12,Maruti,Swift,49690,Petrol,Manual,1st owner,300000
11,Maruti,Celerio,67430,Petrol,Manual,1st owner,231000
3,Tata,Tiago,42960,Petrol,Manual,1st owner,629000
9,Maruti,Ciaz,76290,Diesel,Manual,2nd owner,419000
8,Mahindra,TUV300,160000,Diesel,Manual,1st owner,375000
13,Maruti,Alto 800,120000,Petrol,Manual,5th owner,118000
4,Hyundai,NEW I20,62540,Petrol,Manual,2nd owner,535000
12,Maruti,Swift,92130,Diesel,Manual,1st owner,313000
3,Tata,NEXON,35260,Petrol,Manual,1st owner,663000
11,Maruti,Swift,110000,Diesel,Manual,3rd owner,261000
15,Hyundai,i10,54750,Petrol,Manual,1st owner,163000
6,Maruti,Swift,40160,Petrol,Manual,2nd owner,500000
8,Maruti,Vitara Brezza,150000,Diesel,Manual,1st owner,615000
8,Hyundai,Grand i10,120000,Diesel,Manual,4th owner,267000
8,Maruti,Swift,130000,Diesel,Manual,2nd owner,390000
11,Tata,Indigo ECS,110000,Diesel,Manual,2nd owner,99000
9,Honda,City,150000,Diesel,Manual,4th owner,354000
10,Maruti,Swift Dzire,130000,Diesel,Manual,3rd owner,331000
14,Volkswagen,Polo,100000,Diesel,Manual,3rd owner,128000
11,Skoda,Rapid,200000,Diesel,Auto,2nd owner,275000
1,Hyundai,GRAND I10 NIOS,18720,Petrol,Manual,1st owner,685000
10,Ford,Ecosport,110000,Diesel,Manual,1st owner,300000
6,Hyundai,Elite i20,140000,Diesel,Manual,1st owner,550000
9,Nissan,Terrano,180000,Diesel,Manual,1st owner,416000
10,Toyota,Fortuner,210000,Diesel,Auto,4th owner,806000
5,KIA,SELTOS,160000,Diesel,Auto,1st owner,985000
12,Mahindra,XUV500,160000,Diesel,Manual,1st owner,333000
7,Hyundai,Tucson,90280,Diesel,Auto,2nd owner,1250000
12,Audi,A4,140000,Diesel,Auto,3rd owner,758000
10,Hyundai,Elite i20,160000,Diesel,Manual,4th owner,300000
14,Hyundai,i20,99390,Petrol,Manual,2nd owner,219000
7,Renault,Kwid,110000,Petrol,Manual,1st owner,250000
14,Maruti,Swift Dzire,80880,Petrol,Manual,3rd owner,206000
5,Maruti,Baleno,140000,Petrol,Manual,1st owner,650000
15,Hyundai,i10,77510,Petrol,Manual,3rd owner,150000
14,Hyundai,i10,89550,Petrol,Manual,3rd owner,179000
11,Hyundai,i10,68360,Petrol,Manual,3rd owner,229999
12,Maruti,Alto K10,40950,Petrol,Manual,1st owner,200000
14,Hyundai,i20,160000,Petrol,Manual,4th owner,150000
12,Chevrolet,Beat,150000,Diesel,Manual,3rd owner,125000
11,Volkswagen,Polo,96030,Petrol,Manual,4th owner,363000
14,Toyota,Etios,130000,Petrol,Manual,5th owner,267000
7,Maruti,Wagon R 1.0,66160,Petrol,Manual,1st owner,488999
13,Skoda,Rapid,170000,Diesel,Manual,4th owner,250000
8,Hyundai,Grand i10,120000,Petrol,Auto,2nd owner,530000
8,Maruti,Swift Dzire,100000,Diesel,Manual,2nd owner,696000
10,Honda,City,150000,Diesel,Manual,3rd owner,480000
13,Hyundai,Verna,200000,Diesel,Manual,2nd owner,400000
5,Tata,Harrier,220000,Diesel,Manual,1st owner,1150000
8,Honda,WR-V,27050,Petrol,Manual,2nd owner,650000
6,Hyundai,Xcent,130000,Petrol,Manual,1st owner,590000
2,Mahindra,Thar,40300,Diesel,Manual,1st owner,1300000
5,Maruti,S PRESSO,120000,Petrol,Manual,2nd owner,572000
5,Mahindra,MARAZZO,59670,Diesel,Manual,2nd owner,650000
6,Tata,Zest,140000,Diesel,Manual,1st owner,520000
13,Toyota,Etios,250000,Diesel,Manual,2nd owner,390000
4,KIA,SONET,100000,Diesel,Auto,1st owner,1300000
7,Hyundai,Creta,82310,Diesel,Manual,1st owner,1007000
14,Hyundai,Verna,220000,Diesel,Manual,2nd owner,360000
4,Maruti,Dzire,110000,Petrol,Manual,3rd owner,850000
4,KIA,SONET,110000,Diesel,Manual,1st owner,1166000
1,Tata,PUNCH EV,30000,Electric,Auto,1st owner,1000000
9,Volkswagen,Polo,140000,Petrol,Manual,1st owner,575000
13,Hyundai,Eon,130000,Petrol,Manual,2nd owner,225000
6,Tata,Tiago,110000,Petrol,Manual,1st owner,395000
9,Datsun,Go Plus,56520,Petrol,Manual,1st owner,320000
9,Hyundai,Grand i10,47120,Petrol,Manual,1st owner,325000
10,Hyundai,Eon,72970,Petrol,Manual,3rd owner,229999
9,Tata,Indica EV2,150000,Diesel,Manual,1st owner,143000
15,Maruti,Zen Estilo,94960,Petrol,Manual,2nd owner,224000
4,Skoda,Octavia,120000,Petrol,Auto,1st owner,2046000
8,Honda,Amaze,140000,Diesel,Manual,3rd owner,342000
12,Chevrolet,Sail UVA,87860,Diesel,Manual,3rd owner,119000
14,Maruti,Ritz,110000,Diesel,Manual,3rd owner,174000
12,Fiat,Grand Punto,100000,Diesel,Manual,3rd owner,198000
5,Ford,Ecosport,95570,Petrol,Manual,1st owner,600000
14,Volkswagen,Vento,210000,Diesel,Manual,1st owner,319000
3,Renault,TRIBER,60330,Petrol,Manual,2nd owner,626000
4,Tata,NEXON,67780,Diesel,Auto,1st owner,800000
6,Hyundai,Creta,100000,Diesel,Auto,1st owner,1140000
3,Hyundai,NEW I20,70730,Diesel,Manual,1st owner,900000
12,Landrover,Freelander 2,260000,Diesel,Auto,3rd owner,850000
7,Ford,Ecosport,69460,Petrol,Auto,2nd owner,673000
6,Nissan,Kicks,140000,Diesel,Manual,1st owner,766000
4,Audi,A4,69050,Petrol,Auto,1st owner,2950000
4,CITROEN,C5 AIRCROSS,130000,Diesel,Auto,1st owner,1800000
13,Mahindra,XUV500,53440,Diesel,Manual,1st owner,400000
4,Renault,TRIBER,31540,Petrol,Manual,1st owner,640000
14,Maruti,Alto K10,110000,Petrol,Manual,1st owner,166000
3,Tata,NEXON EV,49150,Electric,Auto,1st owner,1144000
8,Maruti,Dzire,110000,Petrol,Auto,2nd owner,430000
15,Maruti,Swift,180000,Diesel,Manual,3rd owner,180000
13,Ford,Classic,160000,Diesel,Manual,2nd owner,196000
2,Hyundai,ALCAZAR,67260,Diesel,Manual,1st owner,1879000
13,Hyundai,i20,47460,Petrol,Manual,1st owner,315000
2,Hyundai,GRAND I10 NIOS,35440,Petrol,Manual,1st owner,855000
10,Landrover,Freelander 2,120000,Diesel,Auto,3rd owner,1501000
5,Hyundai,Creta,130000,Diesel,Manual,1st owner,1600000
4,Hyundai,VENUE,35220,Petrol,Manual,1st owner,751000
4,Mahindra,XUV300,71910,Diesel,Manual,2nd owner,1421000
4,Hyundai,GRAND I10 NIOS,47480,Petrol,Manual,1st owner,500000
12,Skoda,Octavia,73220,Diesel,Auto,2nd owner,418000
8,Maruti,Vitara Brezza,86030,Diesel,Manual,2nd owner,513999
14,Maruti,Alto,150000,Petrol,Manual,4th owner,70000
4,KIA,SELTOS,70400,Diesel,Manual,1st owner,1375000
12,Ford,Ecosport,160000,Diesel,Manual,3rd owner,268000
5,Hyundai,VENUE,66030,Petrol,Auto,2nd owner,816000
15,Chevrolet,Spark,43640,Petrol,Manual,1st owner,70000
11,Hyundai,Eon,50940,Petrol,Manual,1st owner,143000
11,Honda,Amaze,170000,Diesel,Manual,3rd owner,209000
14,Hyundai,Santro Xing,45070,Petrol,Manual,1st owner,111000
9,Renault,Kwid,63790,Petrol,Manual,1st owner,136000
11,Maruti,Swift,170000,Diesel,Manual,1st owner,261000
12,Maruti,Swift Dzire,120000,Diesel,Manual,1st owner,150000
9,Maruti,Celerio,100000,Petrol,Manual,2nd owner,240000
13,Hyundai,i10,98200,Petrol,Manual,2nd owner,150000
13,Hyundai,Santro Xing,160000,Petrol,Manual,5th owner,107000
12,Maruti,Swift Dzire,45280,Petrol,Manual,2nd owner,215000
14,Maruti,Swift Dzire,100000,Petrol,Manual,1st owner,112999
15,Hyundai,Santro Xing,120000,Petrol,Manual,1st owner,64000
11,Maruti,Swift,210000,Diesel,Manual,1st owner,250000
11,Mahindra,Bolero,120000,Diesel,Manual,2nd owner,330000
11,Honda,City,220000,Diesel,Manual,1st owner,266000
13,Hyundai,Eon,78200,Petrol,Manual,4th owner,85000
14,Honda,Civic,65000,Petrol,Manual,1st owner,156000
9,Maruti,Vitara Brezza,110000,Diesel,Manual,1st owner,434999
15,Maruti,Swift Dzire,91010,Petrol,Manual,4th owner,99000
14,Toyota,Etios Liva,92520,Diesel,Manual,2nd owner,168000
11,Honda,Brio,100000,Petrol,Manual,1st owner,225000
15,Maruti,Swift Dzire,110000,Diesel,Manual,1st owner,140000
12,Skoda,Rapid,160000,Diesel,Manual,1st owner,272000
12,Fiat,Grand Punto,150000,Diesel,Manual,1st owner,112999
8,Honda,WR-V,61020,Petrol,Manual,1st owner,523000
13,Hyundai,Santro Xing,99410,Petrol,Manual,2nd owner,105000
15,Maruti,Swift,64420,Diesel,Manual,1st owner,120000
12,Maruti,Swift Dzire,67880,Petrol,Manual,1st owner,315000
10,Honda,Amaze,83630,Petrol,Manual,1st owner,170000
12,Maruti,Swift Dzire,140000,Diesel,Manual,2nd owner,200000
7,Maruti,Vitara Brezza,94420,Diesel,Manual,1st owner,488000
14,Maruti,Swift,68220,Diesel,Manual,1st owner,149000
11,Hyundai,Xcent,65700,Diesel,Manual,1st owner,185000
9,Maruti,Swift Dzire,72220,Diesel,Manual,1st owner,380000
12,Honda,Brio,70230,Petrol,Manual,1st owner,200000
11,Maruti,Wagon R 1.0,33960,Petrol,Manual,1st owner,252999
8,Mahindra,XUV500,64569,Diesel,Manual,1st owner,699000
13,Toyota,Etios Liva,210000,Diesel,Manual,2nd owner,220000
14,Mahindra,Scorpio,150000,Diesel,Manual,3rd owner,216000
6,Hyundai,Elite i20,29230,Petrol,Auto,1st owner,599000
9,Maruti,Swift,130000,Diesel,Manual,3rd owner,353000
9,Maruti,Swift Dzire,92920,Petrol,Manual,3rd owner,350000
8,Honda,City,92240,Petrol,Manual,1st owner,568000
8,Hyundai,Grand i10,59960,Petrol,Manual,1st owner,339000
1,Nissan,MAGNITE,24230,Petrol,Auto,1st owner,660000
6,Honda,City,72690,Petrol,Manual,1st owner,620000
10,Hyundai,i10,88010,Petrol,Manual,1st owner,200000
10,Mahindra,TUV300,110000,Diesel,Manual,2nd owner,324000
10,Maruti,Swift,130000,Diesel,Manual,1st owner,330000
14,Honda,City,120000,Petrol,Auto,1st owner,182000
6,Skoda,Rapid,88420,Diesel,Manual,1st owner,625000
9,Maruti,Ciaz,76410,Diesel,Manual,3rd owner,357000
2,Skoda,SLAVIA,57130,Petrol,Auto,1st owner,1438000
9,Mahindra,Kuv100,91390,Diesel,Manual,1st owner,250000
10,Maruti,Celerio,88180,Petrol,Manual,1st owner,244000
9,Hyundai,Grand i10,130000,Petrol,Manual,1st owner,293000
10,Honda,City,190000,Diesel,Manual,1st owner,310000
11,Honda,Amaze,180000,Diesel,Manual,1st owner,200000
7,Hyundai,Grand i10,33630,Petrol,Manual,1st owner,376000
4,Maruti,New Wagon-R,69190,Petrol,Manual,2nd owner,409999
6,Hyundai,GRAND I10 NIOS,43820,Petrol,Manual,1st owner,438000
14,Maruti,Eeco,190000,Petrol,Manual,1st owner,95000
3,Maruti,IGNIS,27210,Petrol,Manual,1st owner,534000
8,Maruti,S Cross,78190,Diesel,Manual,1st owner,458000
11,Maruti,Swift,91720,Petrol,Manual,3rd owner,236000
12,Mahindra,Scorpio,87660,Diesel,Manual,2nd owner,338000
6,Renault,TRIBER,7690,Petrol,Manual,1st owner,568000
2,Tata,PUNCH,32740,Petrol,Auto,2nd owner,762000
10,Honda,Jazz,130000,Diesel,Manual,1st owner,240000
7,Maruti,Swift Dzire,340000,Petrol,Manual,2nd owner,300000
7,Hyundai,Grand i10,49400,Petrol,Manual,1st owner,357000
7,Hyundai,Xcent,49270,Petrol,Manual,1st owner,415000
9,Hyundai,Elite i20,92020,Petrol,Manual,1st owner,434999
4,Toyota,Innova Crysta,53370,Diesel,Manual,2nd owner,1612000
4,Mahindra,BOLERO NEO,81790,Diesel,Manual,1st owner,650000
2,Tata,NEXON,64000,Diesel,Manual,1st owner,1050000
3,Hyundai,GRAND I10 NIOS,53760,Petrol,Auto,1st owner,600000
2,Maruti,Grand Vitara,50490,Petrol,Manual,1st owner,1212000
11,Maruti,Swift,250000,Diesel,Manual,1st owner,250000
3,KIA,CARENS,40860,Diesel,Auto,1st owner,1550000
2,Mahindra,Thar,93020,Diesel,Manual,1st owner,1200000
5,KIA,SONET,100000,Diesel,Manual,1st owner,950000
2,Toyota,Glanza,65319,Petrol,Manual,1st owner,759000
1,Hyundai,Creta,18550,Petrol,Auto,1st owner,1721000
2,Mahindra,Thar,94920,Diesel,Manual,1st owner,1382000
6,Jeep,Compass,70220,Diesel,Manual,1st owner,940000
2,KIA,SELTOS,6690,Petrol,Auto,1st owner,1887000
4,MG,HECTOR,110000,Diesel,Manual,1st owner,1060000
4,KIA,SELTOS,150000,Diesel,Manual,1st owner,1113000
1,Maruti,Grand Vitara,17710,Hybrid,Auto,1st owner,1841000
3,Tata,Harrier,82310,Diesel,Manual,1st owner,1450000
11,Mahindra,XUV500,79480,Diesel,Manual,1st owner,445000
2,MG,HECTOR PLUS,50820,Petrol,Auto,1st owner,2048000
1,Skoda,SLAVIA,6130,Petrol,Manual,1st owner,1524000
7,Hyundai,i20 Active,120000,Diesel,Manual,1st owner,487000
3,MG,ASTOR,26480,Petrol,Manual,1st owner,850000
5,KIA,SELTOS,49670,Petrol,Manual,1st owner,994999
0,Tata,ALTROZ,5210,Petrol,Auto,1st owner,865000
1,Mahindra,BOLERO NEO,12650,Diesel,Manual,1st owner,1050000
4,Maruti,Baleno,44420,Petrol,Manual,1st owner,595000
3,Tata,NEXON,5830,Petrol,Auto,1st owner,925000
9,Hyundai,Grand i10,140000,Diesel,Manual,1st owner,191000
4,MG,HECTOR PLUS,43210,Petrol,Auto,2nd owner,1584000
14,Hyundai,Accent,170000,Petrol,Manual,3rd owner,82000
15,Hyundai,i10,120000,Petrol,Manual,2nd owner,80000
8,Maruti,Dzire,140000,Diesel,Auto,2nd owner,341000
15,Maruti,Swift Dzire,150000,Petrol,Manual,1st owner,118000
6,Honda,City,100000,Petrol,Auto,1st owner,800000
11,Chevrolet,Beat,81930,Diesel,Manual,1st owner,104000
12,Hyundai,i10,61500,Petrol,Manual,3rd owner,166000
6,Mahindra,MARAZZO,160000,Diesel,Manual,2nd owner,469000
13,Maruti,Wagon R 1.0,150000,Petrol,Manual,2nd owner,150000
9,Hyundai,New Elantra,77990,Diesel,Manual,2nd owner,525000
11,Honda,Brio,92540,Petrol,Manual,3rd owner,227999
4,Maruti,Baleno,14410,Petrol,Auto,1st owner,652000
7,Tata,Tiago,120000,Petrol,Manual,1st owner,350000
4,Hyundai,Creta,36490,Diesel,Auto,2nd owner,1315000
3,Mahindra,XUV300,76920,Petrol,Manual,1st owner,819999
4,Tata,ALTROZ,53480,Petrol,Manual,1st owner,470000
10,Ford,Ecosport,140000,Diesel,Manual,1st owner,300000
10,Volkswagen,Polo,67940,Petrol,Manual,2nd owner,243000
3,Maruti,BREZZA,32950,Petrol,Manual,1st owner,924000
10,Chevrolet,Beat,130000,Diesel,Manual,1st owner,131000
13,Maruti,Swift Dzire,100000,Petrol,Manual,1st owner,240000
10,Hyundai,Creta,110000,Diesel,Manual,1st owner,401000
3,Tata,ALTROZ,130000,Petrol,Manual,1st owner,500000
11,Mahindra,XUV500,120000,Diesel,Manual,2nd owner,355000
4,Maruti,New Wagon-R,47830,Petrol,Manual,1st owner,424000
9,Tata,Tiago,45740,Petrol,Manual,2nd owner,245000
10,Ford,Figo Aspire,94320,Diesel,Manual,2nd owner,204999
15,Maruti,Swift Dzire,140000,Diesel,Manual,1st owner,135000
14,Maruti,Swift,70160,Petrol,Manual,3rd owner,170000
8,Hyundai,Eon,77080,Petrol,Manual,3rd owner,189000
13,Maruti,Wagon R 1.0,96400,Petrol,Manual,2nd owner,126000
14,Maruti,Ritz,34490,Petrol,Manual,4th owner,110000
8,Maruti,Dzire,72750,Diesel,Manual,2nd owner,409999
3,KIA,SONET,43690,Diesel,Auto,1st owner,1250000
13,Hyundai,Eon,67470,Petrol,Manual,3rd owner,100000
10,Ford,Figo Aspire,79610,Diesel,Manual,2nd owner,225000
14,Hyundai,i10,87690,Petrol,Manual,2nd owner,119000
8,Hyundai,Grand i10,88110,Diesel,Manual,2nd owner,225000
8,Hyundai,Grand i10,60170,Diesel,Manual,2nd owner,270000
10,Maruti,Swift Dzire,140000,Diesel,Manual,1st owner,280000
10,Tata,Zest,92260,Diesel,Manual,2nd owner,199000
8,Renault,Kwid,76030,Petrol,Manual,5th owner,138000
7,Hyundai,Eon,43640,Petrol,Manual,1st owner,199000
4,KIA,SONET,61640,Diesel,Auto,1st owner,1035000
2,Tata,ALTROZ,82470,Diesel,Manual,1st owner,750000
15,Honda,City,86590,Petrol,Manual,1st owner,177000
8,Hyundai,Creta,93820,Diesel,Manual,1st owner,631000
9,Hyundai,Creta,66580,Diesel,Manual,1st owner,550000
10,Maruti,Alto 800,66810,Petrol,Manual,2nd owner,189000
7,Mahindra,E VERITO,74940,Electric,Auto,1st owner,250000
4,Honda,City,100000,Petrol,Manual,1st owner,1025000
10,Maruti,Wagon R 1.0,71160,Petrol,Manual,3rd owner,180000
10,Maruti,Swift Dzire,150000,Diesel,Manual,1st owner,315000
6,KIA,SELTOS,4000,Diesel,Manual,1st owner,1203000
8,Toyota,Innova Crysta,150000,Diesel,Manual,1st owner,1073000
12,Maruti,Alto K10,130000,Petrol,Manual,1st owner,151000
9,Ford,Ecosport,83140,Diesel,Manual,2nd owner,399000
3,Hyundai,ALCAZAR,44510,Diesel,Auto,1st owner,1550000
10,Hyundai,Elite i20,99830,Diesel,Manual,3rd owner,280000
6,Tata,NEXON,30250,Petrol,Manual,2nd owner,467000
14,Maruti,Alto K10,50010,Petrol,Manual,3rd owner,103000
4,Hyundai,GRAND I10 NIOS,65030,Petrol,Manual,1st owner,525000
10,Tata,Nano,82,Petrol,Auto,2nd owner,98000
15,Maruti,Zen Estilo,43030,Petrol,Manual,2nd owner,121000
8,Renault,Duster,130000,Diesel,Manual,1st owner,285000
10,Hyundai,Xcent,80850,Diesel,Manual,1st owner,220000
6,Hyundai,Grand i10,75750,Petrol,Manual,2nd owner,370000
3,Nissan,MAGNITE,15010,Petrol,Auto,1st owner,905000
14,Volkswagen,Polo,93650,Petrol,Manual,2nd owner,120000
10,Maruti,Ciaz,120000,Diesel,Manual,1st owner,311000
10,Honda,Amaze,86900,Diesel,Manual,2nd owner,204999
7,Maruti,Vitara Brezza,73650,Diesel,Manual,2nd owner,459000
14,Maruti,Swift,130000,Petrol,Manual,2nd owner,118000
9,Hyundai,Grand i10,65860,Petrol,Manual,3rd owner,276000
13,Tata,Safari,120000,Diesel,Manual,2nd owner,193000
9,Maruti,Ciaz,91070,Diesel,Manual,2nd owner,300000
3,Volkswagen,VIRTUS,46490,Petrol,Manual,1st owner,1175000
7,Toyota,Etios Liva,80610,Diesel,Manual,1st owner,417000
2,Maruti,FRONX,49700,Petrol,Auto,1st owner,811999
4,KIA,SELTOS,73000,Petrol,Manual,1st owner,710000
4,Renault,TRIBER,22540,Petrol,Manual,2nd owner,450000
12,Honda,City,110000,Petrol,Manual,1st owner,263000
7,Tata,Tiago,110000,Petrol,Manual,1st owner,339000
13,Maruti,Alto,50360,Petrol,Manual,1st owner,80000
15,Maruti,Ritz,160000,Petrol,Manual,1st owner,73000
1,Mahindra,XUV300,110000,Petrol,Manual,1st owner,957000
8,Maruti,Swift,110000,Diesel,Manual,2nd owner,349000
1,Maruti,Dzire,6290,Petrol,Manual,1st owner,736000
15,Maruti,Swift Dzire,120000,Petrol,Manual,1st owner,111000
3,KIA,SONET,17130,Petrol,Manual,2nd owner,797000
