Car_Age,Car_Brand,Car_Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs)
12,Volkswagen,Polo,28000,Diesel,Manual,1st owner,426999
9,Tata,Safari Storme,150000,Diesel,Manual,2nd owner,470000
10,Ford,Figo Aspire,140000,Diesel,Manual,1st owner,396000
11,Renault,Duster,70450,Petrol,Manual,3rd owner,295000
6,Hyundai,Grand i10,27480,Petrol,Manual,2nd owner,426000
4,Skoda,KUSHAQ,68920,Petrol,Manual,1st owner,1112000
3,Maruti,Ciaz,39800,Petrol,Auto,1st owner,1125000
9,Maruti,S Cross,100000,Diesel,Manual,2nd owner,320000
5,Maruti,Celerio,23520,Petrol,Manual,1st owner,428000
7,Honda,City,55590,Petrol,Auto,2nd owner,780000
2,Hyundai,VENUE,38680,Diesel,Manual,1st owner,1050000
3,Honda,WR-V,19000,Petrol,Manual,1st owner,900000
9,Mahindra,XUV500,49710,Diesel,Manual,1st owner,818000
8,Tata,NEXON,48870,Diesel,Manual,1st owner,560000
12,Renault,Duster,89830,Diesel,Manual,1st owner,328000
12,Skoda,Superb,91730,Diesel,Auto,3rd owner,556000
8,Mahindra,Scorpio,120000,Diesel,Manual,1st owner,1050000
10,Maruti,Swift,44520,Petrol,Manual,2nd owner,337000
3,Jeep,WRANGLER,21490,Petrol,Auto,1st owner,5285000
8,Maruti,Dzire,31310,Petrol,Manual,1st owner,550000
9,Honda,City,50090,Petrol,Manual,1st owner,626000
4,Maruti,Ertiga,41630,Petrol,Manual,1st owner,1046000
6,KIA,SELTOS,90310,Petrol,Auto,2nd owner,1071000
2,Maruti,Baleno,28000,Petrol,Auto,1st owner,916000
8,Hyundai,Creta,85840,Diesel,Auto,2nd owner,690000
9,Maruti,Ertiga,140000,Diesel,Manual,1st owner,500000
2,Jeep,MERIDIAN,20500,Diesel,Auto,1st owner,2815000
3,KIA,SELTOS,42400,Diesel,Auto,1st owner,1298000
13,Mahindra,Scorpio,170000,Diesel,Manual,2nd owner,320000
6,Jeep,Compass,32049,Petrol,Auto,1st owner,1637000
14,Hyundai,Santa Fe,160000,Diesel,Auto,4th owner,318000
2,Volkswagen,VIRTUS,31100,Petrol,Auto,1st owner,1581000
8,Volkswagen,TIGUAN,22150,Diesel,Auto,1st owner,1695000
13,Audi,A6,86510,Diesel,Auto,3rd owner,800000
7,Jeep,Compass,130000,Diesel,Manual,2nd owner,1000000
14,Toyota,Fortuner,140000,Diesel,Manual,3rd owner,800000
12,Tata,Safari Storme,150000,Diesel,Manual,1st owner,379000
10,Audi,Q3,170000,Diesel,Auto,1st owner,1000000
9,Maruti,Vitara Brezza,96750,Diesel,Manual,2nd owner,500000
3,Maruti,XL6,45060,Petrol,Manual,1st owner,994999
7,Ford,Ecosport,64530,Diesel,Manual,1st owner,790000
9,Maruti,S Cross,88800,Diesel,Manual,1st owner,466000
11,Audi,Q3,110000,Diesel,Auto,1st owner,940000
4,Tata,TIGOR EV,82500,Electric,Auto,1st owner,958000
8,Skoda,Kodiaq,150000,Diesel,Auto,1st owner,1400000
12,Mahindra,XUV500,91810,Diesel,Manual,1st owner,350000
7,Ford,Ecosport,95740,Diesel,Manual,2nd owner,465000
13,Toyota,Fortuner,110000,Diesel,Manual,1st owner,775000
6,Mahindra,Scorpio,130000,Diesel,Manual,1st owner,1250000
5,Mahindra,XUV300,72870,Petrol,Manual,1st owner,800000
5,Mahindra,Bolero,67140,Diesel,Manual,2nd owner,645000
10,Hyundai,Creta,87330,Diesel,Manual,1st owner,650000
5,Maruti,New Wagon-R,34580,Petrol,Manual,1st owner,457000
2,MG,HECTOR,16690,Petrol,Auto,1st owner,1900000
15,Toyota,Fortuner,150000,Diesel,Manual,2nd owner,571000
9,Toyota,Innova,130000,Diesel,Manual,2nd owner,617000
8,Ford,Endeavour,95780,Diesel,Auto,1st owner,2100000
2,MG,HECTOR,16079,Diesel,Manual,1st owner,2000000
6,KIA,SELTOS,80890,Diesel,Manual,1st owner,925000
9,Skoda,Superb,210000,Petrol,Auto,1st owner,1250000
9,Maruti,Vitara Brezza,89340,Diesel,Manual,2nd owner,421000
14,BMW,5 Series,71740,Diesel,Auto,3rd owner,600000
11,Renault,Duster,190000,Diesel,Manual,1st owner,434999
3,BMW,X1,33580,Petrol,Auto,1st owner,3000000
11,Hyundai,Verna,120000,Petrol,Manual,2nd owner,447000
9,BMW,3 Series,110000,Diesel,Auto,1st owner,1300000
3,MG,HECTOR,38010,Petrol,Auto,3rd owner,1629000
6,Hyundai,i20 Active,87380,Petrol,Manual,2nd owner,542000
2,Mahindra,XUV300,57670,Diesel,Manual,1st owner,1090000
2,Jeep,Compass,14210,Diesel,Auto,1st owner,1907999
13,Mercedes,Benz E Class,38880,Diesel,Auto,3rd owner,1000000
2,Jeep,Compass,72140,Diesel,Manual,1st owner,2100000
7,Mahindra,MARAZZO,130000,Diesel,Manual,1st owner,850000
6,MG,HECTOR,86540,Diesel,Manual,2nd owner,1050000
5,Datsun,Go Plus,33160,Petrol,Manual,1st owner,451999
10,Toyota,Fortuner,140000,Diesel,Auto,3rd owner,1164000
4,Hyundai,Tucson,40540,Diesel,Auto,1st owner,2329000
4,Tata,Safari,20610,Diesel,Manual,1st owner,1548000
7,Mercedes,Benz C Class,69970,Diesel,Auto,2nd owner,2200000
7,Honda,Jazz,68290,Petrol,Auto,1st owner,535000
6,MG,HECTOR,30130,Diesel,Manual,1st owner,1450000
4,Maruti,Swift Dzire,52890,Petrol,Manual,2nd owner,550000
1,Mahindra,Bolero,18890,Diesel,Manual,1st owner,1030000
3,Toyota,Innova Crysta,58090,Diesel,Auto,1st owner,2300000
3,Mahindra,SCORPIO-N,17210,Petrol,Manual,2nd owner,1650000
5,MG,HECTOR,91500,Diesel,Manual,1st owner,1450000
10,Toyota,Innova,120000,Diesel,Manual,1st owner,700000
6,Tata,Harrier,130000,Diesel,Manual,1st owner,1202000
2,Mercedes,Benz GLA Class,12430,Petrol,Auto,2nd owner,3750000
3,Mahindra,Thar,13740,Diesel,Auto,1st owner,1490000
4,KIA,CARNIVAL,33780,Diesel,Auto,1st owner,2301000
11,Mitsubishi,Pajero Sport,260000,Diesel,Manual,1st owner,900000
5,MG,GLOSTER,51930,Diesel,Auto,1st owner,3000000
8,Toyota,Fortuner,110000,Diesel,Auto,1st owner,2211000
3,MG,HECTOR,24970,Diesel,Manual,1st owner,1651000
11,Audi,Q7,120000,Diesel,Auto,3rd owner,1101000
2,MG,HECTOR,54560,Petrol,Auto,1st owner,1850000
3,Jeep,Compass,72850,Diesel,Manual,1st owner,2000000
10,Mitsubishi,Pajero Sport,130000,Diesel,Manual,1st owner,1100000
4,Tata,NEXON EV,76070,Electric,Auto,1st owner,1000000
9,BMW,X5,140000,Diesel,Auto,2nd owner,2134000
5,Jeep,Compass,90520,Diesel,Manual,2nd owner,1403000
7,Mahindra,ALTURAS G4,180000,Diesel,Auto,2nd owner,1835000
7,Ford,Endeavour,190000,Diesel,Auto,3rd owner,1850000
3,Hyundai,Tucson,64989,Diesel,Auto,2nd owner,2592000
4,Hyundai,Creta,33090,Petrol,Manual,1st owner,1225000
3,Volkswagen,TAIGUN,12300,Petrol,Manual,1st owner,1290000
8,Maruti,Alto 800,43890,Petrol,Manual,1st owner,295000
2,Skoda,KUSHAQ,13400,Petrol,Auto,1st owner,1480000
5,Hyundai,Creta,68790,Petrol,Manual,1st owner,1190000
2,Mahindra,Thar,33150,Petrol,Manual,1st owner,1340000
3,MG,ASTOR,20490,Petrol,Manual,1st owner,1040000
2,KIA,SELTOS,10930,Petrol,Auto,1st owner,1789999
1,Hyundai,VENUE N LINE,7570,Petrol,Auto,1st owner,1280000
4,Mahindra,Thar,39590,Petrol,Manual,1st owner,1350000
3,Mahindra,BOLERO NEO,25780,Diesel,Manual,1st owner,925000
4,Toyota,Innova Crysta,110000,Diesel,Manual,1st owner,1770000
2,Jeep,Compass,5000,Diesel,Auto,1st owner,2850000
1,Tata,NEXON,11410,Petrol,Manual,1st owner,782000
11,Maruti,Swift Dzire,120000,Petrol,Manual,5th owner,250000
9,Skoda,Rapid,180000,Diesel,Auto,2nd owner,480999
5,Maruti,Alto,29440,Petrol,Manual,1st owner,300000
11,Maruti,Ertiga,58720,Diesel,Manual,1st owner,480999
8,Tata,Hexa,89660,Diesel,Manual,1st owner,650000
14,Mahindra,Scorpio,140000,Diesel,Manual,1st owner,407000
9,Maruti,Baleno,200000,Diesel,Manual,1st owner,455999
10,Hyundai,Elite i20,72990,Petrol,Manual,3rd owner,283000
9,Maruti,Vitara Brezza,85560,Diesel,Manual,1st owner,549000
8,Hyundai,Elite i20,49130,Petrol,Manual,2nd owner,398000
8,Maruti,Swift,64000,Petrol,Manual,1st owner,399000
15,Maruti,Swift,170000,Diesel,Manual,6th owner,80000
8,Maruti,Celerio,91330,Petrol,Manual,1st owner,361000
15,Maruti,Alto,91540,Petrol,Manual,4th owner,100000
4,Mahindra,Scorpio,27260,Diesel,Manual,1st owner,1842000
4,Tata,PUNCH,52400,Petrol,Manual,1st owner,827999
5,Maruti,Swift,59220,Petrol,Manual,1st owner,500000
2,Hyundai,EXTER,11790,Petrol,Manual,1st owner,700000
11,Nissan,Terrano,67970,Diesel,Manual,2nd owner,421000
3,Hyundai,VENUE,43580,Petrol,Manual,1st owner,800000
2,Maruti,BREZZA,23050,Petrol,Manual,1st owner,1000000
10,Renault,Duster,210000,Diesel,Manual,1st owner,358000
5,Toyota,Fortuner,100000,Diesel,Auto,1st owner,2250000
13,Maruti,Wagon R 1.0,21450,Petrol,Manual,1st owner,267000
2,Maruti,Dzire,28390,Petrol,Manual,1st owner,655000
10,Mahindra,Scorpio,150000,Diesel,Manual,1st owner,800000
1,Maruti,Eeco,11870,Petrol,Manual,1st owner,650000
3,MG,HECTOR PLUS,71790,Diesel,Manual,2nd owner,1596000
5,MG,HECTOR,46540,Diesel,Manual,2nd owner,1150000
14,Hyundai,i10,93160,Petrol,Manual,4th owner,170000
8,Maruti,Alto 800,59530,Petrol,Manual,1st owner,240000
12,Hyundai,i10,110000,Petrol,Manual,4th owner,225000
14,Maruti,Wagon R 1.0,62490,Petrol,Manual,3rd owner,190000
15,Hyundai,i20,150000,Petrol,Manual,3rd owner,150000
12,Hyundai,i20,63250,Petrol,Manual,2nd owner,346000
14,Ford,Fiesta,130000,Diesel,Manual,2nd owner,139000
9,Hyundai,Elite i20,69770,Petrol,Manual,1st owner,500000
9,Maruti,Ertiga,110000,Diesel,Manual,2nd owner,865000
11,Volkswagen,Vento,220000,Diesel,Manual,1st owner,503000
9,Hyundai,Elite i20,44140,Petrol,Manual,2nd owner,450000
13,Maruti,Swift Dzire,150000,Diesel,Manual,2nd owner,400000
9,Hyundai,Grand i10,51300,Petrol,Auto,4th owner,411000
9,Maruti,Swift Dzire,60120,Petrol,Manual,1st owner,612000
7,Hyundai,Grand i10,64400,Diesel,Manual,2nd owner,527000
13,Mahindra,Bolero,409999,Diesel,Manual,1st owner,380000
1,Hyundai,Creta,38700,Diesel,Manual,1st owner,2426000
4,Hyundai,Creta,79080,Diesel,Auto,1st owner,1550000
3,ISUZU,D-Max V Cross,45880,Diesel,Auto,1st owner,2180000
8,Jeep,Compass,88400,Diesel,Manual,2nd owner,850000
5,Tata,ALTROZ,20360,Petrol,Manual,1st owner,618000
7,Mahindra,MARAZZO,79530,Diesel,Manual,1st owner,550000
14,Toyota,Etios,78210,Petrol,Manual,1st owner,200000
12,Hyundai,i10,85210,Petrol,Manual,2nd owner,169000
3,Tata,Harrier,48230,Diesel,Manual,1st owner,1200000
9,Tata,Zest,83420,Petrol,Manual,2nd owner,267000
4,Hyundai,Creta,56370,Petrol,Manual,1st owner,800000
10,Chevrolet,Sail,92190,Petrol,Manual,2nd owner,158000
6,Maruti,Ciaz,90000,Petrol,Manual,2nd owner,583000
15,Honda,CRV,6530,Petrol,Auto,3rd owner,155000
9,Ford,Ecosport,91790,Diesel,Manual,1st owner,388000
3,Mahindra,Thar,20070,Petrol,Manual,2nd owner,1325000
3,Tata,NEXON,29990,Petrol,Manual,1st owner,950000
9,Maruti,Swift Dzire,170000,Petrol,Manual,4th owner,266000
12,Maruti,Alto 800,61130,Petrol,Manual,1st owner,170000
5,Mahindra,XUV300,47530,Diesel,Manual,2nd owner,585000
9,Maruti,Alto K10,69670,Petrol,Manual,2nd owner,231000
10,Honda,Mobilio,32150,Petrol,Manual,3rd owner,300000
11,Maruti,Celerio,96040,Petrol,Manual,2nd owner,284000
4,Nissan,MAGNITE,76140,Petrol,Manual,1st owner,644000
3,Renault,Kwid,18980,Petrol,Manual,1st owner,450000
6,Maruti,Alto,13220,Petrol,Manual,1st owner,350000
3,Honda,WR-V,2050,Petrol,Manual,1st owner,900000
9,Volkswagen,Ameo,140000,Diesel,Manual,2nd owner,350000
10,Mahindra,XUV500,180000,Diesel,Manual,1st owner,750000
1,Maruti,Ertiga,3240,Petrol,Auto,1st owner,1620000
2,Mahindra,XUV300,25520,Diesel,Manual,1st owner,1169000
2,Nissan,MAGNITE,50440,CNG,Manual,1st owner,575000
3,Mahindra,Thar,16880,Petrol,Auto,1st owner,1325000
8,Renault,Kwid,62640,Petrol,Auto,1st owner,238000
10,Honda,City,48290,Petrol,Auto,2nd owner,447000
3,Maruti,Alto K10,52910,Petrol,Manual,1st owner,350000
4,Tata,NEXON,73190,Petrol,Manual,1st owner,640000
7,Maruti,Baleno,57010,Petrol,Manual,1st owner,445000
7,Mahindra,XUV500,64930,Diesel,Auto,1st owner,1075000
7,Honda,WR-V,66340,Petrol,Manual,1st owner,550000
4,Volkswagen,TAIGUN,58420,Petrol,Manual,2nd owner,950000
1,Tata,PUNCH,14010,Petrol,Manual,1st owner,551000
10,Hyundai,i10,52980,Petrol,Manual,1st owner,231000
1,Tata,Curvv,2540,Petrol,Manual,1st owner,1051000
6,Hyundai,Creta,85300,Diesel,Manual,1st owner,1075000
2,Tata,Tiago,19450,CNG,Manual,1st owner,575000
2,Maruti,JIMNY,32820,CNG,Manual,1st owner,1080000
5,Ford,Ecosport,97890,Petrol,Manual,1st owner,621000
3,Maruti,BREZZA,39760,Petrol,Auto,1st owner,894000
2,Renault,Kiger,19490,Petrol,Auto,1st owner,646000
7,Mahindra,XUV500,49230,Diesel,Auto,2nd owner,795000
5,KIA,SELTOS,59280,Diesel,Auto,1st owner,1025000
4,Tata,TIAGO NRG,38210,Petrol,Manual,1st owner,451000
5,Hyundai,GRAND I10 NIOS,34680,Petrol,Manual,1st owner,525000
4,Ford,Ecosport,39850,Diesel,Manual,1st owner,671000
7,Honda,City,69290,Petrol,Manual,1st owner,685000
3,Maruti,Celerio,73410,Petrol,Manual,1st owner,465000
7,Ford,Ecosport,94900,Petrol,Auto,2nd owner,480999
3,Skoda,SLAVIA,62330,Petrol,Manual,1st owner,789000
10,Hyundai,Grand i10,34420,Petrol,Manual,2nd owner,289000
11,Hyundai,i10,53370,Petrol,Manual,1st owner,197000
2,MG,HECTOR,18650,Petrol,Auto,1st owner,1795000
6,Ford,Figo Aspire,88260,Diesel,Manual,1st owner,387000
4,Honda,Amaze,22820,Petrol,Manual,1st owner,565000
3,Toyota,URBAN CRUISER,48980,Petrol,Manual,1st owner,699000
5,Maruti,Ertiga,65360,CNG,Manual,1st owner,875000
5,KIA,SONET,97890,Diesel,Auto,1st owner,659000
5,MG,HECTOR,47690,Petrol,Auto,1st owner,1150000
10,Volkswagen,Polo,82440,Petrol,Manual,1st owner,281000
3,Maruti,Celerio,25950,Petrol,Manual,1st owner,490000
2,Maruti,New Wagon-R,59600,CNG,Manual,1st owner,505000
2,Maruti,BREZZA,41180,Petrol,Manual,1st owner,955000
1,Hyundai,Creta,3590,Diesel,Manual,1st owner,1575000
3,Maruti,New Wagon-R,29110,CNG,Manual,1st owner,535000
7,Hyundai,Creta,70280,Petrol,Manual,2nd owner,557000
7,Maruti,Dzire,90990,Petrol,Manual,1st owner,392000
8,Honda,Jazz,39240,Petrol,Manual,1st owner,363000
12,Honda,Brio,36220,Petrol,Manual,2nd owner,181000
7,Toyota,YARIS,140000,Petrol,Auto,1st owner,571000
4,Tata,Harrier,70950,Diesel,Auto,1st owner,1180000
1,Tata,NEXON,19100,Petrol,Manual,1st owner,960000
2,Mahindra,Thar,18850,Petrol,Manual,2nd owner,1095000
3,Mahindra,Thar,33160,Petrol,Manual,2nd owner,1050000
10,Hyundai,Elite i20,40570,Petrol,Manual,1st owner,349000
3,Maruti,Baleno,40210,Petrol,Auto,1st owner,765000
9,Hyundai,Creta,55070,Petrol,Manual,1st owner,570000
7,Tata,Hexa,94870,Diesel,Manual,2nd owner,615000
11,Toyota,Corolla Altis,18380,Petrol,Manual,2nd owner,495000
3,Volkswagen,TAIGUN,49170,Petrol,Auto,1st owner,1221000
6,Renault,Duster,75790,Diesel,Manual,1st owner,531000
7,Maruti,Celerio,58920,Petrol,Auto,1st owner,383000
4,Maruti,Baleno,9590,Petrol,Manual,1st owner,555000
6,Maruti,Vitara Brezza,51480,Diesel,Auto,1st owner,650000
3,Mahindra,XUV700,24580,Diesel,Auto,1st owner,1988000
3,Hyundai,VENUE N LINE,17720,Petrol,Auto,1st owner,921000
12,Hyundai,i10,57360,Petrol,Manual,1st owner,151000
13,Hyundai,i20,29500,Petrol,Manual,1st owner,224000
4,Mahindra,Bolero,78490,Diesel,Manual,1st owner,730000
4,Maruti,New Wagon-R,26950,Petrol,Manual,1st owner,420000
2,Tata,NEXON,42680,Petrol,Auto,1st owner,910000
5,Toyota,Innova Crysta,36280,Petrol,Auto,1st owner,1614999
3,Renault,Kiger,27290,Petrol,Auto,1st owner,713000
7,Maruti,Baleno,62680,Petrol,Manual,1st owner,441000
3,Honda,Amaze,52850,Petrol,Manual,1st owner,530000
4,Toyota,Fortuner,30490,Diesel,Auto,2nd owner,2695000
6,Hyundai,Creta,57880,Petrol,Manual,1st owner,725000
11,Maruti,Wagon R 1.0,51030,Petrol,Manual,1st owner,218000
6,Hyundai,VENUE,82880,Petrol,Auto,1st owner,563000
11,Maruti,Wagon R 1.0,31980,Petrol,Manual,1st owner,231999
4,Maruti,New Wagon-R,35970,Petrol,Manual,1st owner,397000
2,KIA,SONET,20780,Petrol,Manual,1st owner,765000
3,Tata,NEXON,23120,Petrol,Auto,1st owner,851000
7,Maruti,Dzire,79830,Petrol,Auto,1st owner,443000
3,MG,ASTOR,70230,Petrol,Manual,1st owner,1099000
3,Maruti,Swift,25650,Petrol,Manual,1st owner,550000
6,Ford,Ecosport,51390,Diesel,Manual,1st owner,580000
4,Maruti,Baleno,75140,Petrol,Manual,2nd owner,495000
2,Nissan,MAGNITE,38240,Petrol,Manual,1st owner,545000
3,Honda,City,48610,Petrol,Manual,1st owner,980000
2,Nissan,MAGNITE,35720,Petrol,Manual,1st owner,482000
1,KIA,SONET,22100,Petrol,Manual,1st owner,952999
2,Nissan,MAGNITE,29340,Petrol,Manual,1st owner,558000
8,Hyundai,Elite i20,93580,Petrol,Manual,1st owner,463999
1,Tata,ALTROZ,4300,Petrol,Auto,1st owner,849000
4,Tata,Harrier,43380,Diesel,Auto,1st owner,1287000
1,KIA,CARENS,26950,Petrol,Manual,1st owner,1411000
4,Maruti,Ciaz,68180,Petrol,Auto,1st owner,819999
4,Tata,Safari,58290,Diesel,Manual,1st owner,1173000
7,Toyota,Fortuner,54080,Diesel,Manual,1st owner,2126000
3,Mahindra,XUV700,78150,Petrol,Auto,1st owner,2050000
10,Hyundai,Elite i20,45970,Petrol,Manual,1st owner,389000
8,Hyundai,Creta,69200,Petrol,Auto,1st owner,758000
4,Tata,Tiago,30160,Petrol,Manual,2nd owner,473000
5,Hyundai,Elite i20,70310,Petrol,Manual,1st owner,516000
7,Hyundai,Elite i20,73700,CNG,Manual,1st owner,444000
1,Hyundai,Creta,27500,Petrol,Manual,1st owner,1670000
9,Hyundai,Grand i10,11000,Petrol,Manual,1st owner,355000
5,Toyota,Glanza,54740,Petrol,Manual,1st owner,559000
3,Mahindra,XUV700,67290,Diesel,Manual,1st owner,1500000
2,Tata,Safari,39170,Diesel,Auto,1st owner,2079000
1,Honda,Amaze,15580,Petrol,Manual,1st owner,848000
2,Maruti,Baleno,24550,Petrol,Manual,1st owner,560000
3,Mahindra,XUV700,47600,Petrol,Manual,1st owner,1590000
10,Maruti,Swift,32810,Petrol,Manual,1st owner,350000
5,Tata,NEXON,100000,Diesel,Manual,1st owner,651000
5,KIA,SONET,81090,Petrol,Manual,1st owner,646000
5,Hyundai,VENUE,31540,Diesel,Manual,2nd owner,723000
1,Mahindra,BOLERO NEO,12130,Diesel,Manual,1st owner,902999
3,MG,ASTOR,21510,Petrol,Manual,1st owner,1113000
5,Tata,NEXON,35730,Petrol,Manual,1st owner,684000
4,Honda,WR-V,24360,Petrol,Manual,1st owner,656000
4,Tata,ALTROZ,73700,Diesel,Manual,1st owner,680000
1,Volkswagen,TAIGUN,23080,Petrol,Manual,1st owner,919999
6,Honda,City,37600,Petrol,Manual,1st owner,631000
4,Maruti,New Wagon-R,15950,Petrol,Manual,1st owner,457000
11,Hyundai,i10,75930,Petrol,Manual,1st owner,185000
5,Tata,NEXON,73430,Petrol,Manual,1st owner,664000
9,Maruti,Ertiga,55660,CNG,Manual,1st owner,575000
1,Volkswagen,VIRTUS,31790,Petrol,Auto,1st owner,1430000
5,Maruti,Vitara Brezza,43930,Petrol,Manual,1st owner,563000
6,Tata,NEXON,17380,Petrol,Manual,1st owner,613000
4,Ford,Ecosport,15590,Petrol,Manual,1st owner,883000
1,Mahindra,Thar,36180,Diesel,Auto,1st owner,1600000
3,Mahindra,XUV300,75360,Diesel,Manual,1st owner,1024000
7,Maruti,Ciaz,56210,Petrol,Manual,1st owner,518000
1,Maruti,Alto K10,3420,Petrol,Manual,1st owner,373000
2,Maruti,FRONX,23450,Petrol,Manual,1st owner,840000
3,Tata,PUNCH,17630,Petrol,Manual,1st owner,544000
4,Mahindra,Thar,60960,Petrol,Auto,2nd owner,1025000
5,KIA,SONET,48290,Diesel,Manual,1st owner,814000
9,Renault,Kwid,62910,Petrol,Manual,2nd owner,187000
4,Renault,TRIBER,61630,Petrol,Manual,1st owner,488999
6,Hyundai,Verna,47530,Petrol,Manual,1st owner,745000
2,Maruti,New Wagon-R,22660,Petrol,Manual,1st owner,498000
3,Honda,Amaze,19960,Petrol,Auto,1st owner,616000
2,Volkswagen,VIRTUS,74820,Petrol,Manual,1st owner,980000
2,Maruti,Celerio,20910,Petrol,Auto,1st owner,541000
4,Volkswagen,TAIGUN,62950,Petrol,Auto,1st owner,965000
5,Ford,Ecosport,81230,Petrol,Manual,1st owner,680000
5,KIA,SONET,31000,Petrol,Auto,1st owner,864000
2,Hyundai,GRAND I10 NIOS,12270,Petrol,Manual,1st owner,582000
6,Maruti,Swift,63180,Petrol,Manual,1st owner,515000
1,Hyundai,Creta,28100,Petrol,Manual,1st owner,1670000
1,Hyundai,Creta,32990,Petrol,Manual,1st owner,1670000
3,Jeep,Compass,16309,Petrol,Auto,1st owner,2100000
4,Tata,ALTROZ,34100,Petrol,Manual,1st owner,467000
10,Maruti,Swift,38360,Petrol,Manual,1st owner,327000
5,Skoda,Rapid,56750,Petrol,Manual,2nd owner,592000
2,KIA,CARENS,58170,Diesel,Manual,1st owner,959000
4,Hyundai,Creta,80070,Petrol,Manual,1st owner,833000
4,Hyundai,Creta,43010,Petrol,Manual,1st owner,861000
6,Hyundai,New Elantra,62900,Petrol,Manual,2nd owner,721000
9,Hyundai,Grand i10,110000,Petrol,Manual,1st owner,316000
7,Datsun,Redi Go,37670,Petrol,Manual,2nd owner,175000
4,KIA,SONET,15840,Petrol,Manual,1st owner,621000
5,Maruti,S PRESSO,15700,Petrol,Manual,1st owner,373000
4,MG,HECTOR,38660,Petrol,Manual,1st owner,968000
2,Skoda,SLAVIA,46260,Petrol,Manual,1st owner,772000
3,Maruti,Baleno,27860,Petrol,Manual,1st owner,567000
3,Tata,NEXON,48010,Petrol,Manual,1st owner,587000
2,Tata,NEXON,33360,Petrol,Auto,1st owner,910000
8,Renault,Kwid,49720,Petrol,Auto,2nd owner,238000
11,Hyundai,i10,32030,Petrol,Manual,1st owner,218000
11,Hyundai,i10,25310,Petrol,Manual,1st owner,209000
5,Hyundai,VENUE,38590,Petrol,Manual,1st owner,576000
2,Maruti,Swift,30680,Petrol,Manual,1st owner,532000
1,Volkswagen,TAIGUN,10000,Petrol,Manual,1st owner,953999
6,Maruti,S PRESSO,43330,Petrol,Manual,1st owner,289000
5,Honda,Amaze,39280,Petrol,Auto,1st owner,583000
6,Hyundai,Elite i20,47280,Petrol,Manual,3rd owner,430999
10,Maruti,Wagon R 1.0,55400,Petrol,Manual,1st owner,277000
2,Maruti,IGNIS,31590,Petrol,Manual,1st owner,421000
3,Tata,NEXON,32870,Petrol,Manual,1st owner,823000
8,Jeep,WRANGLER,33800,Petrol,Auto,3rd owner,3800000
8,Hyundai,Elite i20,41080,Petrol,Manual,2nd owner,355000
10,Honda,Amaze,74040,Petrol,Manual,1st owner,298000
8,Honda,City,70850,Petrol,Auto,1st owner,656000
5,Maruti,Alto,89950,Petrol,Manual,1st owner,300000
10,Maruti,Alto K10,110000,Petrol,Manual,2nd owner,221000
9,Mahindra,Kuv100,110000,Diesel,Manual,4th owner,150000
2,Tata,NEXON,15760,Petrol,Manual,1st owner,728000
5,Mahindra,Scorpio,100000,Diesel,Manual,1st owner,1695000
5,Hyundai,Elite i20,76820,Petrol,Manual,1st owner,500000
2,Renault,TRIBER,14680,Petrol,Manual,1st owner,550000
14,Maruti,Swift Dzire,97430,Diesel,Manual,1st owner,185000
8,Maruti,Baleno,130000,Petrol,Manual,1st owner,341000
6,Maruti,Alto 800,57420,Petrol,Manual,2nd owner,231999
1,Maruti,Ertiga,92100,Petrol,Manual,1st owner,833000
10,Maruti,Wagon R 1.0,71620,Petrol,Manual,1st owner,229999
4,Tata,Tiago,18140,Petrol,Manual,1st owner,428000
8,Maruti,Swift,80830,Diesel,Manual,2nd owner,450000
10,Maruti,Swift Dzire,120000,Diesel,Manual,3rd owner,317000
15,Maruti,Wagon R 1.0,51530,Petrol,Manual,2nd owner,115999
8,Ford,Ecosport,190000,Diesel,Manual,3rd owner,333000
3,Tata,TIGOR,25160,Petrol,Manual,1st owner,650000
7,Datsun,Go Plus,100000,Petrol,Manual,2nd owner,200000
17,Toyota,Camry,100000,Petrol,Auto,6th owner,125000
11,Volkswagen,Jetta,110000,Diesel,Manual,3rd owner,284000
11,Maruti,Wagon R 1.0,86880,Petrol,Manual,2nd owner,200000
11,Honda,City,300000,Diesel,Manual,2nd owner,318000
14,Maruti,Omni,869999,Petrol,Manual,2nd owner,56999
13,Renault,Duster,72780,Diesel,Manual,4th owner,160000
11,Hyundai,Grand i10,100000,Petrol,Manual,1st owner,311000
2,Hyundai,Verna,45200,Petrol,Auto,1st owner,1382000
8,Toyota,Etios,300000,Diesel,Manual,1st owner,479000
7,Tata,NEXON,97310,Petrol,Manual,1st owner,450000
7,Ford,Figo Aspire,140000,Diesel,Manual,1st owner,363000
7,Ford,Ecosport,70580,Diesel,Manual,3rd owner,509000
5,Tata,Harrier,160000,Diesel,Auto,1st owner,1050000
3,KIA,SELTOS,85040,Diesel,Auto,2nd owner,1500000
